Set	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
WP_SULFATION_BIOTRANSFORMATION_REACTION	-0.3258658915144484	0.3365868963606739	0.24564311808996503	0.3383528920786084	0.34906955001343565	-0.3769916447528246	0.37903759031063944	-0.4046519867969546	0.4367682983044568	-0.43850731655427394	0.3853141912374345	0.4134467659342073	0.1927753344577749	-0.2125607259353282	-0.3814146097425864	0.3964983597148153	-0.2632257150041895	0.5515953555420992	-0.25717970339678237	-0.3324828322215683	0.2646972182635808	-0.2898739290325695	-0.29208706963219055	0.42717723211450276	-0.2291629606569833	-0.25116160141796723	0.36664081062845705	-0.23772680589672326	-0.5686678646055338	0.5291789690382106	0.4779984958818304	0.39195773006157514	0.3805580599869844	0.4548410811164424	-0.28249193239725684	0.6203695047448583	-0.5646649834968287	-0.2957612550211649	-0.4961474908036383	0.2982391027576868	0.4594324736040358	0.29334491278435787	-0.3323135558220853	0.33351113412227246	0.5785460966440329	0.5825605957560505	0.2677696402296279	-0.5938916882165308	0.3836101925392369	0.47527089339440515	-0.2640067577396486	0.34147008380784655	-0.5500053564860995	0.4524264341539077	0.3992681459754204	-0.17317312538911506	0.4904058710477535	0.22560424632915532	-0.29378705743334976	-0.26628319048380905	-0.31206271111304595	0.32961945605250764	-0.4630476613687759	0.317028455336423	0.32887733305049144	0.3677065183147547	0.21414697850823888	-0.2976862165386989	0.2833204036815568	0.2553995442136428	-0.356454110817037	0.2742381721151944	-0.2880309252678625	-0.27151907268519665	-0.3693766245192121	0.33925727220244034	-0.3188254303750457	0.27518940557286714	-0.4344999217090958	0.3410951872313353	-0.21933698111089558	-0.45548796379260176	-0.3034983806209037	-0.32211384019467787	0.2793103245935356	-0.21325239071506555	0.40447473042852267	-0.438035173820722	-0.3220636415470257	-0.3217972517859108	0.49133893853664307	-0.2804045020931063	0.3478880913018612	-0.44418443656585377	-0.2047040690695022	-0.4086340123383929	0.2643353097126341	-0.3613754694168503	-0.24418724024199714	0.24632346708057426
WP_DNA_MISMATCH_REPAIR	0.34826899438827674	-0.39943118771573016	0.3131150884856742	0.2752510303128503	0.39620153343692305	0.20392200041797734	0.45084798066845544	0.40524693880264334	-0.530214917313589	-0.26203203154300175	0.28793618323065795	0.48793817537894674	-0.2663238506743663	0.21801892302758794	0.3323236774465014	0.32429765917621967	0.4216658221624415	-0.27415721817278826	-0.35088415425252034	-0.31305205948487586	-0.38449870112116297	-0.3451003568362607	-0.36859466401156227	-0.3304545943985544	0.2762503195093674	-0.2907718875645823	-0.33372623466131174	0.29975447517366066	0.1809065090782348	-0.34391505370676806	-0.4834698335376135	-0.49883791631041435	0.28540665619676564	-0.24600750795849347	0.4200530485820956	0.26062909646232796	-0.25783416373020623	-0.27719304494269487	0.4243015510298891	0.2711469901865091	-0.4180730766338946	0.31780592377086675	0.44769721247176697	-0.4685466452926744	0.37231094885599214	-0.2532261110989032	0.29700239905234105	0.34750968135904364	-0.34944057131016104	0.2948546799059397	0.3276047063943363	0.4607528028150143	0.3296498695070078	0.34721014909795794	0.3227493318141279	0.4100139330627625	0.2360766593388437	0.15004572276580475	0.19443341441096412	0.4839627410957992	0.5220078181770669	-0.4456632683109212	-0.3076708270386992	0.32075585017494507	0.254604615446913	-0.3121105148130539	-0.359418597545216	0.4252900543907984	0.3572197582916401	0.527009295887672	-0.18998550955243526	0.4148610629296795	-0.6057713731830456	-0.2596882019867504	0.21751663136816018	-0.3542375083016489	0.5039903848427055	0.5137694430459785	0.28848921322458	0.33525703311311117	-0.34367965807977563	-0.20106110405098462	-0.3071781240538659	-0.22483795253311156	-0.33740460102273045	-0.37341307425630144	0.37308757839600803	-0.44028376087717774	-0.43356207669058244	0.3336495609148932	0.4826511798552755	0.2650793441151322	-0.2881600266788853	0.3731845309015274	-0.32563499648938143	-0.306511046807951	0.5200861830978843	-0.30354746544758276	-0.26341113636191615	0.22987015930212973
WP_CELL_CYCLE	-0.2697230124567384	0.19808507425150462	-0.19936793948291726	-0.2360290904536527	-0.19036473414071772	-0.18671287678326842	-0.2588221352052462	-0.23564289031183638	0.20770191707306637	-0.2698859636682888	-0.23422601224059522	0.2080149352885389	0.1946175054272992	-0.1888452344276634	-0.23444641057483434	0.22520103336707686	-0.23898999507130053	0.24679905045631373	-0.2303657552398679	-0.2021291953603504	-0.17888726311026895	-0.23122358802751938	-0.21495962729985388	-0.17255916596755022	0.19958839947614573	0.19355147256226815	-0.19938578169632087	0.21030919931059955	-0.24755463383440252	-0.1507559686599253	0.32570183049803997	-0.21356227044430304	-0.26246300994964955	0.18631333645208298	-0.20349432092732714	0.2824156228131423	-0.20747316557499246	-0.2540925623910293	0.2629479371022531	-0.19250276291986718	0.18043690961792097	0.1781117006430888	0.18741810901101066	-0.17080985528536707	0.2904132528138595	-0.2067446534557552	0.22995154496860506	-0.18968578632791255	0.16058807876460032	-0.18993313232665512	0.19597954310499177	0.18736997262598776	0.20365794878795723	-0.2081346238652575	0.2118983557641808	-0.2368799794733111	0.17613063595873424	-0.22777180336505876	0.19881486907932375	-0.2192567151832905	0.18770060570696714	0.22005298604798684	-0.21216694714987727	-0.18967061406508134	-0.2223926413496558	-0.2132418126897365	-0.18450965782415613	-0.17538537337446566	0.18883417326787694	0.20733755218090158	-0.2726335104061134	-0.30201900834294415	0.2711996729918482	-0.22934520053071847	0.24689335832298095	0.23001308053893296	0.22021983495152528	-0.237978047848099	0.2529064065705434	-0.21315727551859376	-0.1856949944617067	-0.2384640598457183	0.25258078101563497	-0.2195893770134511	-0.16689472946730166	0.31711595445407903	-0.19851551635080697	0.19184641119880524	0.19728325801203636	-0.2138930040817164	-0.22204371924165434	-0.15740393062361832	0.2309827655302341	0.25011775103133727	-0.22938474846499218	0.26851029365127776	-0.2201939137482362	0.28942008350469317	-0.16815910746512241	0.19395345655697543
WP_JOUBERT_SYNDROME	0.2611952070106463	0.30092166262421316	0.23299570064154948	-0.2846424166279123	0.20652504970621985	-0.22939570316863633	0.3616213340007438	0.20693288039669733	0.21383069978618174	0.2210473671343104	-0.21530932929296243	0.18439015938577855	0.2054552725351926	-0.1679429521820589	0.2216289470372719	0.29695123922253375	-0.21685502307691507	-0.3083270899381977	0.19963065988750983	-0.20835179953859995	-0.29541599386538897	-0.19573094966486795	-0.18502188367700678	0.18520741462681836	-0.30389971013005207	0.1887427964736009	-0.2041049975952365	0.18448872365114574	0.25873876521831746	0.29341930267072436	-0.35522841170506164	-0.2269582983392328	-0.19739764217460937	0.310753293050316	0.23686164213518673	-0.21076812541878204	-0.1900265213206568	-0.1963107033027032	-0.18251760747032836	0.276215634353311	0.2324597814377688	-0.2572470651738953	-0.3547423200957456	0.1836357679847235	-0.299107958847718	0.2563181951035531	-0.3640079159303699	0.16932076284246406	0.3014914171792174	-0.3786271821828756	-0.18278927268010947	-0.2713958977138669	-0.269668571683514	0.2995325365360028	-0.3476434860014793	0.3617494147082559	-0.20659880229815167	0.21621984842826605	-0.1871287731930286	0.3868641953888898	-0.17212095957332385	-0.19815757625997274	-0.2951954338523685	-0.22536387770990685	-0.2602195274987833	-0.2027038220260202	0.22995551914406553	0.23128697474322468	0.270910860728516	0.40649089326444204	0.20993059079741488	0.2664122737858617	-0.18951363829377257	0.2750744295722511	0.24070157652856322	-0.3103024340125846	0.28690532105767497	0.2224201928848597	0.2323519152112429	0.22368689532610345	0.24500211277999492	0.15163552712270123	-0.18112521567757212	-0.19973134530597753	-0.2755937340819011	0.21497558005861514	-0.2584819165966015	-0.19318908426753606	0.21918736596539382	0.2400736165136726	0.33844206911338554	0.32894593194212324	-0.19855312290047478	0.21222718781474595	-0.24669581261231546	-0.18613041410608724	-0.18283138479534658	-0.1758332557056177	0.2238043400759425	0.2624381608803296
WP_NUCLEAR_RECEPTORS_METAPATHWAY	0.1828956485223353	0.2370380519899211	0.1824207441825821	-0.19588524259764198	-0.16506548503342172	0.16760581095782007	-0.19282067337870898	0.21023634396628105	0.19428345007390815	0.21489099067368556	0.19221695667517494	0.17419418148993343	0.24809279894542022	0.15437312940447143	0.19513915687839392	-0.19034005309113167	-0.1795151445353809	-0.2304617577946313	0.18699578956339336	0.17345828834660898	0.21699505697575777	-0.22267918191923924	-0.203753208807833	0.2120886014961393	-0.19033948714522642	0.2144393559009799	0.2118387081208096	-0.19605845432605362	0.20224585158096187	-0.17850402946004532	-0.1698625198025945	0.15160941510283912	-0.17077091331906913	0.22692360828861444	0.1564505649298271	-0.1762698200655032	-0.17436942135951528	-0.1733527203294178	-0.20397597086601799	0.15682043749972968	-0.22706634111615354	-0.24220915754781	-0.17467879950208753	-0.17675468173971695	0.20463226265059667	0.21501124414077233	-0.2117386280845196	-0.18753898336551522	-0.2248990971796785	-0.1939978141001407	-0.1634109209774271	0.18928867705850566	-0.18390455012955087	0.17840214396581788	0.2103457693139655	-0.18001402334364158	0.18800032764175736	-0.17423058413742673	0.15891237180238124	-0.1811114836899733	-0.203647698870688	0.20428306273385594	-0.15282709779712722	-0.174950661205075	-0.25736064649221685	-0.1863470549431846	-0.20961228176395744	0.18706753832112585	0.15092193154956662	0.19881924186875594	-0.1911395662726349	-0.20564861125239825	-0.17558452839489969	-0.1776319795280061	0.22142224794475576	0.19752339662950844	-0.1773439480514386	-0.17970351837705603	0.1776253671532051	0.19942093513449805	0.19346063442328928	-0.2138356275166617	-0.23357510652240096	-0.2000971486972755	-0.18945227117475893	-0.17430557425894214	-0.23228701868427182	-0.2052708350137829	-0.17511285944907848	0.15344650831676127	0.17286661248325036	0.1976687198349333	0.23148048799443052	0.22030180883077907	-0.22346326049884357	-0.19485910327665426	0.16788419893650144	-0.22761257914863695	0.23317141135635153	0.25527329973612917
WP_H19_ACTION_RBE2F1_SIGNALING_AND_CDKBETACATENIN_ACTIVITY	-0.41614405758541295	0.4324049244611567	-0.25692811957039285	-0.5061649697087478	0.3863419454211374	-0.4210865477812184	-0.5015683790584126	-0.43922223432791396	0.5124486604723483	-0.3219048979544425	0.31350017434002764	-0.4333344880908738	0.28373280283482366	-0.3506411045882634	-0.24982773866161015	0.4762915896545436	-0.509387603081979	-0.39739599532982167	-0.2751348984639211	-0.20916536020794746	-0.3839198437297229	-0.29175911780344904	-0.3023914151531953	0.27467792963681475	0.29533872300262226	0.29859572538052265	-0.3000408186979191	0.3589305447951981	0.2934439153032685	0.3375333330573435	0.4825523626142194	-0.4529358407383395	0.2781501398128345	0.1869303200400836	-0.2494857456996636	0.3560743843748526	-0.31516227867067464	0.34108929788650005	0.3037511956639295	-0.2649065949337269	0.5206136427454796	-0.4538570597515681	-0.2504101723956838	-0.4216898599457716	-0.40657661652159766	-0.43474624796153455	0.5036993376220937	0.3429392441899041	0.434209395429129	-0.5772333313861696	0.2858359223035079	0.3795769079582681	0.2223726207816517	-0.33547163142672465	-0.5038371918162721	0.464337979682975	0.332200749236195	0.22844955139854187	0.2887151202236303	0.3401023644030309	-0.26294714249794104	-0.2588755241745175	-0.2555342411289626	-0.5169261723730733	-0.4206808344265186	-0.3259623905437464	-0.3767494372915327	0.2216634421617256	0.36209248352746565	0.4939991983885877	-0.3469895738298337	-0.3144988347966095	0.5746482589974331	0.44489173731847037	0.35958442867374985	-0.2805051405934925	0.6114040334559045	-0.30598136585091845	-0.39882190182649924	0.3360783706465406	0.3388656638671087	0.2849997355189629	0.476700879748336	-0.42781204207757123	-0.380026225141279	0.4143847242432989	-0.33821403939059086	-0.25271410351853474	0.39157798358626483	0.267611837180714	-0.26154613609472915	0.16909525986634177	0.3408342028411611	0.5024492153885518	-0.6939278335525206	0.36383703577018023	-0.4070288570798904	0.4191961415832785	-0.23064396277317556	-0.30826381784453943
WP_VITAMIN_D_RECEPTOR_PATHWAY	0.20306620932444158	-0.18000071478533186	0.2716902665700346	0.1662429555266441	0.19561872731625057	-0.2419075372068207	0.2610309467717959	-0.19114152154134217	0.26556687514021454	0.15762594415686207	0.16664596837028836	0.19763390527978963	0.1503793302681136	-0.19755506283365015	0.19081795565205864	0.1766439484192436	-0.1385512821020219	0.1778713401217923	-0.18377288665389857	-0.18060562939901237	-0.17295950922349762	-0.19218026592024495	-0.1986982067380253	-0.18685339264167772	0.16998192059169234	0.185362471494789	0.24632058351126115	0.2651093680598351	-0.23418006089628193	-0.22113966983293853	-0.16623257443439401	0.18194672473300755	-0.19132997230580892	0.15979507811665036	-0.17153203593257738	0.21586181342366906	0.18498034863116933	0.19344094784674254	-0.1810232246950611	0.19390580564926743	0.18355451231436024	-0.1857973821582508	0.17469475056364744	-0.27503352269301684	0.23523735215064082	-0.1845392439369355	0.15237527209750135	0.20350318638854148	-0.17735040627079304	-0.18607466177754972	0.24182777128863275	-0.20643104472043314	-0.22456057993096304	0.18975816487226882	0.22525628525396046	0.17402078763974857	0.21275980576263187	0.21542450666941046	0.21380493372000653	0.202298122351614	-0.2229668594644589	-0.22497347793217415	0.18258150925572206	0.21165372058339138	-0.2612524782431647	0.2134449301079479	-0.2157281114291147	-0.18104465197701178	-0.19922458782302135	0.2572858926076661	0.15333428247539344	0.19448830830516287	-0.21839796301758183	-0.1836113373241381	-0.18953263599074174	0.15554878350829177	0.19303244778841994	0.2315033537036081	-0.16204562089305224	-0.19055033751721193	-0.17641437816229508	-0.20316706993009043	0.1948730668465866	0.15838502015664938	-0.20458336966939383	0.17230589920491413	0.194086714935894	0.16940202337704002	-0.19319077024053358	-0.1946165953896787	0.169713608760543	0.23339830194392214	0.24877517718693454	-0.1953999921242796	-0.1664491148640969	0.21564774387166255	0.19792417903044454	0.16103580722806954	-0.2330368995914525	0.21339554953092044
WP_MITOCHONDRIAL_CIV_ASSEMBLY	0.2527230556805555	0.41468562127274167	0.2584357085011978	0.34719739039044994	-0.3207215272577425	-0.3664621376259853	-0.35366816526498085	0.49716935372420373	0.2507582118992982	-0.2877162976226864	0.4882072437207354	0.3821293768377416	0.2919077381283856	-0.43397548938454694	0.2801932586716833	-0.1750031139773788	0.2023974077696188	0.3022256403672754	0.346973438852268	-0.34882371133449896	0.2627583534488287	-0.3422481572239048	0.2041083812929413	0.2936668672815454	-0.22375401744267343	0.3139445668682207	0.21904724338939283	-0.36183039462211775	-0.4332818007748466	0.25574442575764456	0.2614199984470854	0.2775756779635262	0.2127197354204237	-0.30276770718033386	0.28230116599759214	0.34549466777853366	-0.44195729281906115	-0.29659415984649967	0.18281818820812207	0.29711953919999173	-0.2700758541581268	0.3170367206275272	-0.27162346816685895	-0.2969534578282561	0.21547118299224194	0.3340421886850212	0.14929595331889423	-0.2726512858019834	-0.18259007841174196	0.34083874042652784	0.2862233671827128	0.3784422719044071	-0.3036738608801446	0.4289540174437217	-0.22768244749665947	0.19126631369102673	0.3798368989527579	-0.29404992093566096	0.19480248881457474	0.4214233272082831	-0.2783827524245694	0.2542108375037193	-0.35920150803322426	-0.23486663231899438	-0.16870253232240245	0.29793342309439985	0.19778305047689176	-0.1756428398180311	0.29790774192118263	0.41857599504333304	0.28128524606328353	0.2823988879825977	-0.31339088957328015	-0.34942332961331296	-0.23941275617299604	0.3678175304074229	0.217039261385037	0.3801152834724934	-0.27400621911745743	0.35104970271881725	-0.30912034765762353	-0.30286756004309123	-0.28798925342100595	-0.2220187881817498	-0.3615937859027101	-0.26613140076589853	-0.24958755042347128	-0.16376866816041816	0.29171363444487636	-0.29098716013470455	-0.2754788943201705	0.3870442261703488	0.2971234358028656	-0.3090664035419043	-0.16015807075201724	-0.23550919045611607	-0.21079070795559482	0.3372169275599205	-0.28597907255433036	0.32506238625177725
WP_NONGENOMIC_ACTIONS_OF_125_DIHYDROXYVITAMIN_D3	0.17501289564928993	0.28155910717738625	-0.24752239149799524	-0.22213552186146862	0.24170814450310615	-0.30645948570647147	-0.31969048916743875	0.34771117831944004	-0.21887118580696743	0.20730838665076454	0.221244184298282	0.18571955963243908	-0.20897984114931278	-0.23296148643523318	0.23209996006290992	0.19728379425570094	-0.2398587171807938	0.2042638356377829	0.2734195172039241	0.1981655678672108	-0.22566793185497455	0.18599111500282425	-0.21047707446334626	0.2858924091507323	-0.20062240288763644	0.2913274262762548	-0.25413389237061634	-0.3051624303052141	-0.2526094503783026	-0.18806735605538827	-0.21783750000145968	-0.24003293058808528	0.25292007059778915	0.2725341357950201	0.3716026342286219	-0.20516273621796866	0.18221203221556156	-0.273073630608509	0.2302507705617661	0.34823184872198343	-0.20156050119161895	-0.2296628079560277	-0.21204111261412562	-0.2050219565809656	0.30418914334453806	0.28797308831782953	0.16237187286425828	0.1715290264268024	0.30213632086486625	0.1707348817058905	0.17313402059321456	0.39353682687635616	0.26214917266816995	-0.2891199996275115	-0.30661960950350853	-0.2343040543231127	0.19943762721125047	0.2405406083606402	-0.184125290802583	0.24766565915981786	0.27987487489877894	-0.2499934599483463	0.23790437244647203	-0.16804639208554842	-0.26391439432181646	-0.2059156457123424	-0.27717208378529135	0.3533728680562589	-0.22970862737972586	0.2746404505948901	0.29026327695756093	0.2594316641706691	0.20132158514735446	-0.26468880544210865	-0.21125574518358844	-0.20661798335063272	-0.23495253456845966	0.1994634904759286	-0.21919019998708483	0.3209329580099303	0.26376675773040725	0.27897998577508765	-0.19152994484089325	0.2631179768701063	0.24932656848932788	-0.19033727434680028	-0.2592534741969489	-0.3409224907598094	-0.30139983792994124	0.2512079251234308	-0.26110588842000504	0.22276565873945484	0.18605946507796636	0.23896729724543447	-0.35066514364580026	-0.3239386025530224	-0.2528908442081465	0.1692319856500699	-0.3047322319576	0.1971471555050682
WP_SREBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS	0.32888187825998766	0.437236357613914	0.5959065804133407	0.23546078897362013	0.4183958762729769	0.3268459689836195	0.5213450076297962	-0.3178728308529242	0.37042434308574446	0.6053406405016389	-0.4073591502377238	-0.33497106304685087	0.48203499304210223	-0.3563397423961356	0.4481842714077024	0.5119922958121026	-0.5383178910138875	-0.47280011810511974	0.5491242509361562	-0.3454524792897052	0.2529315116731639	-0.3752685192460024	0.34158907629301577	-0.261456548641701	-0.29824347072116625	0.36158795788119447	0.35082552539007344	0.4699517027913692	0.4543259815693653	-0.6405690406633985	-0.2938666992299362	-0.23587845384225575	-0.22810953859459168	0.4446917381814397	-0.5740129252035808	-0.2624243672834087	0.4093975865602556	0.3079416193139094	-0.40947711690979516	-0.4212309555791772	0.30917201501525315	-0.26648623477107486	-0.57291531970651	-0.3681920707141165	-0.45703093205513823	0.28679689021963795	-0.2622401711707006	-0.2593888566775369	-0.6179579009919359	-0.3990645116489898	-0.4038415943065585	-0.40945909085175686	-0.3589331184625567	0.35723605240532413	0.3666365239563691	0.36510766684796364	0.42774161173678116	-0.3557056043185151	0.46920565853575347	-0.36960135523008214	0.22659579444607822	0.5302337968432677	-0.49206392426889173	-0.32304932893574817	-0.27533090241436964	-0.47353195513279905	-0.32535987941971317	-0.2670896948704814	0.28897261194355683	0.34504597873303217	-0.5811411365885579	-0.29520624469657664	-0.2814408813330952	0.4392908007070515	0.5691004108287039	0.44217664619310854	0.38536777158860885	0.32537058888027204	0.42196291100502875	-0.41963719710857517	-0.3305783616860522	-0.5239336369247448	-0.2873877946723636	-0.59857706826175	-0.4576281669582563	0.3734610444433797	0.4086901966156486	0.4160304833350811	-0.32214775454084604	0.39969137200425814	-0.16188270678011019	0.30227733344055596	0.18971588319955854	0.3795599374883376	-0.37677844605151556	0.26734967271160803	0.30798480463515415	0.38885688107741423	0.5282790715094111	0.3856638807605334
